Ranking,Country,Regional indicator,Happiness score,GDP per capita,Social support,Healthy life expectancy,Freedom to make life choices,Generosity,Perceptions of corruption,Year,Country_Standardized,Region_Standardized
110,Bangladesh,South Asia,4.643,9.70737,0.20916,66,0.65372,0.2334,0.24907,2016,Bangladesh,Southern Asia
100,Tajikistan,Commonwealth of Independent States,4.996,9.19796,0.63893,66,0.71338,0.31716,0.26739,2016,Tajikistan,Central Asia
77,Kosovo,Central and Eastern Europe,5.401,9.58862,0.55831,66,0.23659,0.34149,0.12959,2016,Kosovo,Southern Europe
39,Guatemala,Latin America and Caribbean,6.324,9.95073,0.73626,66,0.82794,0.35145,0.17223,2016,Guatemala,Central America
81,Azerbaijan,Commonwealth of Independent States,5.291,9.92557,0.64265,66,0.58057,0.0688,0.35458,2016,Azerbaijan,Western Asia
85,Kyrgyzstan,Commonwealth of Independent States,5.185,9.60064,0.80653,67,0.66086,0.46884,0.09426,2016,Kyrgyzstan,Central Asia
101,Mongolia,East Asia,4.907,9.90815,0.92104,67,0.59117,0.42135,0.06502,2016,Mongolia,Eastern Asia
108,Palestinian Territories,Middle East and North Africa,4.754,9.81712,0.60536,67,0.29161,0.13607,0.21008,2016,Palestine,Western Asia
54,Kazakhstan,Commonwealth of Independent States,5.919,9.97172,0.80746,67,0.66592,0.18313,0.22034,2016,Kazakhstan,Central Asia
89,Dominican Republic,Latin America and Caribbean,5.155,9.97101,0.84086,67,0.85883,0.25967,0.24488,2016,Dominican Republic,Caribbean
70,Paraguay,Latin America and Caribbean,5.538,9.89537,0.93902,68,0.75984,0.30859,0.14639,2016,Paraguay,South America
104,Honduras,Latin America and Caribbean,4.871,9.30923,0.63888,68,0.4397,0.24936,0.1367,2016,Honduras,Central America
123,Ukraine,Western Europe,4.324,9.98844,0.85707,68,0.21133,0.24841,0.03621,2016,Ukraine,Eastern Europe
56,Russia,Commonwealth of Independent States,5.856,9.9101,0.88958,68,0.5371,0.03338,0.07097,2016,Russia,Eastern Europe
34,Saudi Arabia,Middle East and North Africa,6.379,9.85068,0.71691,68,0.62293,0.18857,0.59396,2016,Saudi Arabia,Western Asia
73,Jamaica,Latin America and Caribbean,5.51,9.99455,0.81446,68,0.71649,0.27138,0.08499,2016,Jamaica,Caribbean
90,Morocco,Middle East and North Africa,5.151,9.90293,0.32618,68,0.42148,0.04944,0.16635,2016,Morocco,Northern Africa
98,Tunisia,Middle East and North Africa,5.045,9.86052,0.3648,68,0.38707,0.04802,0.16171,2016,Tunisia,Northern Africa
46,El Salvador,Latin America and Caribbean,6.068,9.96561,0.68434,68,0.61248,0.1083,0.21006,2016,El Salvador,Central America
31,Colombia,Latin America and Caribbean,6.481,9.95212,0.86346,68,0.73519,0.19063,0.10686,2016,Colombia,South America
80,Jordan,Middle East and North Africa,5.303,9.72954,0.72863,69,0.59201,0.17399,0.2632,2016,Jordan,Western Asia
17,Brazil,Latin America and Caribbean,6.952,9.98032,0.8784,69,0.66437,0.19246,0.2804,2016,Brazil,South America
38,Algeria,Middle East and North Africa,6.355,9.83726,0.70406,69,0.34521,0.08593,0.31981,2016,Algeria,Northern Africa
44,Venezuela,Latin America and Caribbean,6.084,9.89269,0.87303,69,0.32618,0.05185,0.16437,2016,Venezuela,South America
117,Sri Lanka,South Asia,4.415,9.94924,0.71652,69,0.83515,0.57311,0.15763,2016,Sri Lanka,Southern Asia
47,Malaysia,Southeast Asia,6.005,9.8289,0.74392,69,0.64144,0.50595,0.17975,2016,Malaysia,South-eastern Asia
156,Syria,Middle East and North Africa,3.069,9.91917,0.12563,70,0.1136,0.59041,0.34111,2016,Syria,Western Asia
64,Peru,Latin America and Caribbean,5.743,9.99132,0.68671,70,0.61631,0.17722,0.10475,2016,Peru,South America
61,Belarus,Commonwealth of Independent States,5.802,9.96713,0.88732,70,0.47809,0.17008,0.34554,2016,Belarus,Eastern Europe
88,Montenegro,Western Europe,5.161,9.97972,0.62685,70,0.24833,0.20972,0.2518,2016,Montenegro,Southern Europe
41,Kuwait,Middle East and North Africa,6.239,9.78917,0.74167,70,0.70941,0.19477,0.4685,2016,Kuwait,Western Asia
68,Latvia,Western Europe,5.56,9.88524,0.80308,70,0.46009,0.21282,0.17596,2016,Latvia,Northern Europe
126,Georgia,Western Europe,4.252,9.96148,0.16268,70,0.53347,0.08278,0.63102,2016,Georgia,Western Asia
121,Armenia,Commonwealth of Independent States,4.36,9.83195,0.52801,70,0.23069,0.09507,0.07157,2016,Armenia,Western Asia
105,Iran,Middle East and North Africa,4.813,9.94451,0.32839,70,0.37049,0.47014,0.11024,2016,Iran,Southern Asia
86,Serbia,Western Europe,5.177,9.78779,0.68733,70,0.25832,0.25297,0.08589,2016,Serbia,Southern Europe
60,Lithuania,Western Europe,5.813,9.9342,0.8993,70,0.31108,0.0247,0.03602,2016,Lithuania,Northern Europe
78,Turkey,Middle East and North Africa,5.389,9.9501,0.74132,70,0.3926,0.05742,0.24441,2016,Türkiye,Western Asia
95,Macedonia,Western Europe,5.121,9.94196,0.66119,70,0.45471,0.28677,0.13949,2016,North Macedonia,Southern Europe
33,Thailand,Southeast Asia,6.474,9.94463,0.88296,70,0.81437,0.71606,0.05608,2016,Thailand,South-eastern Asia
48,Nicaragua,Latin America and Caribbean,5.992,9.99201,0.75656,70,0.76555,0.36322,0.32247,2016,Nicaragua,Central America
42,Bahrain,Middle East and North Africa,6.218,9.98695,0.79777,71,0.77858,0.20918,0.51013,2016,Bahrain,Western Asia
96,Vietnam,Southeast Asia,5.061,9.88867,0.66863,71,0.91957,0.3059,0.22874,2016,Vietnam,South-eastern Asia
66,Mauritius,Sub-Saharan Africa,5.648,9.91893,0.63972,71,0.75836,0.45078,0.10299,2016,Mauritius,Eastern Africa
71,Romania,Western Europe,5.528,9.87727,0.61527,71,0.60334,0.15724,0.01344,2016,Romania,Eastern Europe
91,Hungary,Western Europe,5.145,9.95659,0.78735,71,0.32491,0.12077,0.08852,2016,Hungary,Eastern Europe
129,Bulgaria,Central and Eastern Europe,4.217,9.97792,0.78209,71,0.34872,0.15607,0.01218,2016,Bulgaria,Eastern Europe
72,Estonia,Western Europe,5.517,9.99915,0.88875,72,0.68221,0.10275,0.36656,2016,Estonia,Northern Europe
51,Ecuador,Latin America and Caribbean,5.976,9.99859,0.72659,72,0.66181,0.12289,0.35702,2016,Ecuador,South America
57,Poland,Western Europe,5.835,9.97051,0.88472,72,0.74267,0.1762,0.10886,2016,Poland,Eastern Europe
26,Argentina,Latin America and Caribbean,6.65,9.92469,0.90101,72,0.6949,0.13406,0.14442,2016,Argentina,South America
45,Slovakia,Western Europe,6.078,9.81447,0.91499,72,0.38441,0.16881,0.05834,2016,Slovakia,Eastern Europe
74,Croatia,Central and Eastern Europe,5.488,9.69673,0.51391,73,0.3929,0.22489,0.07922,2016,Croatia,Southern Europe
87,Bosnia and Herzegovina,Central and Eastern Europe,5.163,9.77892,0.54398,73,0.15631,0.36463,0.0,2016,Bosnia and Herzegovina,Southern Europe
25,Panama,Latin America and Caribbean,6.701,9.96471,0.83593,73,0.80409,0.29498,0.16672,2016,Panama,Central America
21,Mexico,Latin America and Caribbean,6.778,9.97271,0.60393,73,0.61972,0.14317,0.36331,2016,Mexico,Central America
36,Qatar,Middle East and North Africa,6.375,10.0,0.7434,73,0.93147,0.39511,0.95108,2016,Qatar,Western Asia
29,Uruguay,Latin America and Caribbean,6.545,9.98467,0.87168,73,0.89382,0.22027,0.42346,2016,Uruguay,South America
28,United Arab Emirates,Middle East and North Africa,6.573,9.96966,0.73622,74,0.92385,0.32439,0.70389,2016,United Arab Emirates,Western Asia
109,Albania,Central and Eastern Europe,4.655,9.77705,0.42394,74,0.5237,0.20543,0.10493,2016,Albania,Southern Europe
83,China,East Asia,5.245,9.99912,0.67087,74,0.72331,0.06049,0.05434,2016,China,Eastern Asia
14,Costa Rica,Latin America and Caribbean,7.087,9.9324,0.86331,75,0.90759,0.27513,0.20876,2016,Costa Rica,Central America
93,Lebanon,Middle East and North Africa,5.129,9.98855,0.54243,75,0.43104,0.28904,0.06058,2016,Lebanon,Western Asia
27,Czech Republic,Western Europe,6.596,9.97896,0.85183,75,0.68067,0.12112,0.07889,2016,Czechia,Eastern Europe
15,Puerto Rico,Latin America and Caribbean,7.039,9.99959,0.91369,75,0.76951,0.27085,0.24297,2016,Puerto Rico,Caribbean
13,United States,North America and ANZ,7.104,9.97785,0.88553,75,0.79153,0.50111,0.2943,2016,United States,Northern America
63,Slovenia,Western Europe,5.768,9.92202,0.89256,76,0.87371,0.31399,0.07195,2016,Slovenia,Southern Europe
94,Portugal,Western Europe,5.123,9.966,0.79752,76,0.73505,0.14262,0.0301,2016,Portugal,Southern Europe
1,Denmark,Western Europe,7.526,9.97766,0.98351,76,0.95223,0.44126,0.8799,2016,Denmark,Northern Europe
35,Taiwan,East Asia,6.379,9.95173,0.78279,76,0.5321,0.31103,0.13124,2016,Taiwan,Eastern Asia
4,Norway,Western Europe,7.498,9.70015,0.95237,76,0.97963,0.46229,0.70814,2016,Norway,Northern Europe
99,Greece,Western Europe,5.033,9.97503,0.63784,76,0.09568,0.0,0.08169,2016,Greece,Southern Europe
30,Malta,Western Europe,6.488,9.98752,0.92861,76,0.90379,0.68605,0.34747,2016,Malta,Southern Europe
12,Austria,Western Europe,7.119,9.98799,0.91597,77,0.89329,0.40093,0.42257,2016,Austria,Western Europe
23,United Kingdom,Western Europe,6.725,9.97265,0.91841,77,0.82231,0.61188,0.54233,2016,United Kingdom,Northern Europe
5,Finland,Western Europe,7.413,9.83367,0.95891,77,0.93846,0.31099,0.81162,2016,Finland,Northern Europe
7,Netherlands,Western Europe,7.339,9.84579,0.86974,77,0.90736,0.57844,0.59237,2016,Netherlands,Western Europe
19,Ireland,Western Europe,6.907,9.94988,0.98167,77,0.88759,0.54852,0.58894,2016,Ireland,Northern Europe
16,Germany,Western Europe,6.994,9.97881,0.92772,77,0.87868,0.3715,0.56513,2016,Germany,Western Europe
24,Chile,Latin America and Caribbean,6.705,9.98816,0.76557,77,0.62104,0.38544,0.22665,2016,Chile,South America
18,Belgium,Western Europe,6.929,9.98917,0.88948,77,0.84396,0.29571,0.51954,2016,Belgium,Western Europe
6,Canada,North America and ANZ,7.404,9.99918,0.92634,77,0.94284,0.54695,0.62012,2016,Canada,Northern America
8,New Zealand,North America and ANZ,7.334,9.82821,0.99115,78,0.95561,0.60266,0.82945,2016,New Zealand,Australia and New Zealand
10,Sweden,Western Europe,7.291,9.89265,0.91919,78,0.95678,0.46667,0.80891,2016,Sweden,Northern Europe
32,France,Western Europe,6.478,9.979,0.84942,78,0.76521,0.14835,0.35249,2016,France,Western Europe
62,North Cyprus,Western Europe,5.771,9.93374,0.69153,78,0.71647,0.32111,0.32815,2016,Cyprus,Western Asia
20,Luxembourg,Western Europe,6.871,9.15144,0.87892,78,0.90176,0.33635,0.6993,2016,Luxembourg,Western Europe
69,Cyprus,Western Europe,5.546,9.93412,0.59748,78,0.48492,0.34044,0.10348,2016,Cyprus,Western Asia
11,Israel,Middle East and North Africa,7.267,9.95569,0.84121,78,0.59874,0.39389,0.17276,2016,Israel,Western Asia
50,Italy,Western Europe,5.977,9.95971,0.88034,78,0.3094,0.20353,0.05059,2016,Italy,Southern Europe
9,Australia,North America and ANZ,7.313,9.97098,0.93365,78,0.93407,0.57834,0.63995,2016,Australia,Australia and New Zealand
2,Switzerland,Western Europe,7.509,9.64149,0.96787,79,0.96235,0.34259,0.81557,2016,Switzerland,Western Europe
3,Iceland,Western Europe,7.501,9.88557,1.0,79,0.93058,0.58165,0.29641,2016,Iceland,Northern Europe
37,Spain,Western Europe,6.361,9.88808,0.95452,79,0.61702,0.2155,0.12148,2016,Spain,Southern Europe
58,South Korea,East Asia,5.835,9.98936,0.61012,80,0.41362,0.22964,0.15272,2016,South Korea,Eastern Asia
53,Japan,East Asia,5.921,9.87032,0.89629,81,0.76848,0.12473,0.37579,2016,Japan,Eastern Asia
22,Singapore,East Asia,6.739,9.62602,0.73321,82,0.8015,0.399,0.93005,2016,Singapore,South-eastern Asia
75,Hong Kong,East Asia,5.458,9.86699,0.73543,82,0.79014,0.48916,0.62641,2016,Hong Kong,Eastern Asia
3,Iceland,Western Europe,7.504,7.91458,1.0,71,0.95277,0.56742,0.33066,2017,Iceland,Northern Europe
15,Ireland,Western Europe,6.977,8.20897,0.9675,71,0.87066,0.51053,0.64265,2017,Ireland,Northern Europe
2,Denmark,Western Europe,7.522,7.92394,0.96309,70,0.95102,0.42392,0.86316,2017,Denmark,Northern Europe
47,Uzbekistan,Commonwealth of Independent States,5.971,4.20385,0.96175,62,1.0,0.49636,0.53096,2017,Uzbekistan,Central Asia
8,New Zealand,North America and ANZ,7.314,7.51407,0.96127,71,0.93287,0.59661,0.82449,2017,New Zealand,Australia and New Zealand
5,Finland,Western Europe,7.469,7.71648,0.95633,71,0.93878,0.29291,0.82405,2017,Finland,Northern Europe
1,Norway,Western Europe,7.537,8.64065,0.95216,70,0.96532,0.43196,0.68051,2017,Norway,Northern Europe
34,Spain,Western Europe,6.403,7.40017,0.95127,73,0.62101,0.22687,0.15273,2017,Spain,Southern Europe
4,Switzerland,Western Europe,7.494,8.36545,0.94185,72,0.942,0.34669,0.79044,2017,Switzerland,Western Europe
9,Australia,North America and ANZ,7.284,7.9348,0.93758,72,0.91395,0.57,0.64867,2017,Australia,Australia and New Zealand
70,Paraguay,Latin America and Caribbean,5.493,4.98479,0.93587,64,0.71934,0.26746,0.19613,2017,Paraguay,South America
40,Slovakia,Central and Eastern Europe,6.098,7.08477,0.93449,68,0.4494,0.16293,0.05214,2017,Slovakia,Eastern Europe
19,United Kingdom,Western Europe,6.714,7.70612,0.92915,71,0.77203,0.58798,0.57166,2017,United Kingdom,Northern Europe
59,Turkmenistan,Commonwealth of Independent States,5.822,6.04446,0.92709,60,0.63543,0.29821,0.5584,2017,Turkmenistan,Central Asia
100,Mongolia,East Asia,4.955,5.49099,0.92701,63,0.59878,0.40386,0.07086,2017,Mongolia,Eastern Asia
27,Malta,Western Europe,6.527,7.18037,0.92415,71,0.89444,0.68577,0.32967,2017,Malta,Southern Europe
7,Canada,North America and ANZ,7.316,7.90695,0.91976,71,0.92837,0.51969,0.61892,2017,Canada,Northern America
10,Sweden,Western Europe,7.284,7.9881,0.91779,71,0.93114,0.45986,0.8279,2017,Sweden,Northern Europe
66,Estonia,Western Europe,5.611,7.06063,0.91686,67,0.72789,0.118,0.39467,2017,Estonia,Northern Europe
52,Lithuania,Western Europe,5.902,7.02697,0.9149,65,0.35584,0.01213,0.02556,2017,Lithuania,Northern Europe
16,Germany,Western Europe,6.951,7.95355,0.91428,70,0.85456,0.40124,0.59601,2017,Germany,Western Europe
49,Russia,Commonwealth of Independent States,5.963,6.85162,0.91227,63,0.56784,0.06236,0.07099,2017,Russia,Eastern Europe
17,Belgium,Western Europe,6.891,7.8245,0.90795,71,0.82001,0.27623,0.54133,2017,Belgium,Western Europe
13,Austria,Western Europe,7.006,7.94914,0.90647,71,0.86254,0.37762,0.47611,2017,Austria,Western Europe
18,Luxembourg,Western Europe,6.863,9.31139,0.90501,72,0.90639,0.33789,0.68669,2017,Luxembourg,Western Europe
62,Slovenia,Central and Eastern Europe,5.758,7.16929,0.90186,70,0.86985,0.28953,0.0972,2017,Slovenia,Southern Europe
46,Poland,Central and Eastern Europe,5.973,6.90513,0.89764,68,0.79049,0.18908,0.12773,2017,Poland,Eastern Europe
67,Belarus,Commonwealth of Independent States,5.569,6.18227,0.89716,66,0.44877,0.18511,0.33666,2017,Belarus,Eastern Europe
48,Italy,Western Europe,5.964,7.4572,0.89715,72,0.3896,0.20617,0.06037,2017,Italy,Southern Europe
24,Argentina,Latin America and Caribbean,6.599,6.33588,0.89437,67,0.75127,0.13061,0.12866,2017,Argentina,South America
51,Japan,East Asia,5.92,7.57399,0.89182,74,0.76814,0.14387,0.3527,2017,Japan,Eastern Asia
105,Bulgaria,Central and Eastern Europe,4.714,6.20847,0.8906,68,0.4394,0.13504,0.0238,2017,Bulgaria,Eastern Europe
23,Czech Republic,Central and Eastern Europe,6.609,7.23063,0.89029,69,0.74584,0.10513,0.07941,2017,Czechia,Eastern Europe
82,Venezuela,Latin America and Caribbean,5.25,6.03192,0.88871,65,0.23395,0.07758,0.1389,2017,Venezuela,South America
22,Brazil,Latin America and Caribbean,6.635,5.91925,0.88869,65,0.66457,0.19372,0.23927,2017,Brazil,South America
6,Netherlands,Western Europe,7.377,8.03919,0.88722,71,0.88931,0.56139,0.60878,2017,Netherlands,Western Europe
32,Thailand,Southeast Asia,6.424,6.02892,0.88527,66,0.88143,0.68266,0.06809,2017,Thailand,South-eastern Asia
14,United States,North America and ANZ,6.993,8.26538,0.88162,70,0.76831,0.46843,0.29213,2017,United States,Northern America
12,Costa Rica,Latin America and Caribbean,7.079,5.93183,0.87944,69,0.88133,0.25608,0.2156,2017,Costa Rica,Central America
28,Uruguay,Latin America and Caribbean,6.454,6.50835,0.87685,68,0.8802,0.20893,0.3835,2017,Uruguay,South America
54,Latvia,Western Europe,5.85,6.73921,0.87218,66,0.49481,0.18265,0.15904,2017,Latvia,Northern Europe
86,Dominican Republic,Latin America and Caribbean,5.23,5.76969,0.87076,64,0.83948,0.22309,0.24541,2017,Dominican Republic,Caribbean
36,Colombia,Latin America and Caribbean,6.357,5.72291,0.87061,64,0.72539,0.17781,0.10051,2017,Colombia,South America
132,Ukraine,Commonwealth of Independent States,4.096,4.78228,0.86586,64,0.18682,0.32224,0.0496,2017,Ukraine,Eastern Europe
98,Kyrgyzstan,Commonwealth of Independent States,5.004,3.18704,0.86568,63,0.69114,0.51139,0.08494,2017,Kyrgyzstan,Central Asia
31,France,Western Europe,6.442,7.64887,0.86167,72,0.71435,0.15483,0.37153,2017,France,Western Europe
101,South Africa,Sub-Saharan Africa,4.829,5.63779,0.85981,53,0.72806,0.16629,0.15617,2017,South Africa,Southern Africa
33,Taiwan Province of China,East Asia,6.422,7.66331,0.85967,70,0.54913,0.30828,0.13747,2017,Taiwan,Eastern Asia
60,Kazakhstan,Commonwealth of Independent States,5.819,6.86647,0.85955,65,0.66457,0.24099,0.2569,2017,Kazakhstan,Central Asia
38,Trinidad and Tobago,Latin America and Caribbean,6.168,7.277,0.85698,62,0.78789,0.38815,0.01931,2017,Trinidad and Tobago,Caribbean
11,Israel,Middle East and North Africa,7.213,7.35198,0.85453,72,0.61677,0.39386,0.18359,2017,Israel,Western Asia
30,Panama,Latin America and Caribbean,6.452,6.59488,0.85261,68,0.83559,0.25124,0.15288,2017,Panama,Central America
76,Jamaica,Latin America and Caribbean,5.311,4.9476,0.84952,66,0.72056,0.27899,0.11903,2017,Jamaica,Caribbean
89,Portugal,Western Europe,5.195,7.03014,0.84879,70,0.75726,0.11348,0.03418,2017,Portugal,Southern Europe
68,Libya,Middle East and North Africa,5.525,5.88958,0.84291,62,0.70753,0.18146,0.19946,2017,Libya,Northern Africa
26,Singapore,Southeast Asia,6.572,9.04591,0.84058,75,0.83531,0.41281,1.0,2017,Singapore,South-eastern Asia
75,Hungary,Central and Eastern Europe,5.324,6.87425,0.83395,67,0.26717,0.09355,0.07891,2017,Hungary,Eastern Europe
97,Bhutan,South Asia,5.011,4.73291,0.83208,62,0.76193,0.56565,0.37342,2017,Bhutan,Southern Asia
69,Turkey,Middle East and North Africa,5.5,6.40526,0.83061,66,0.45688,0.05571,0.21467,2017,Türkiye,Western Asia
41,Bahrain,Middle East and North Africa,6.087,7.95617,0.82151,66,0.81542,0.20603,0.5536,2017,Bahrain,Western Asia
43,Nicaragua,Latin America and Caribbean,6.071,3.94116,0.79923,66,0.67991,0.35996,0.28147,2017,Nicaragua,Central America
37,Saudi Arabia,Middle East and North Africa,6.344,8.1818,0.79889,64,0.68325,0.17614,0.5889,2017,Saudi Arabia,Western Asia
44,Ecuador,Latin America and Caribbean,6.008,5.34979,0.79858,67,0.69153,0.17912,0.30181,2017,Ecuador,South America
42,Malaysia,Southeast Asia,6.084,6.90207,0.79763,65,0.61111,0.4971,0.14129,2017,Malaysia,South-eastern Asia
20,Chile,Latin America and Caribbean,6.652,6.69664,0.79725,71,0.57257,0.38978,0.17723,2017,Chile,South America
127,Mali,Sub-Saharan Africa,4.19,2.54538,0.79566,52,0.4658,0.21878,0.22608,2017,Mali,Western Africa
94,Vietnam,Southeast Asia,5.074,4.21511,0.79319,66,0.86754,0.28037,0.18874,2017,Vietnam,South-eastern Asia
81,Indonesia,Southeast Asia,5.262,5.32156,0.7913,62,0.67349,0.72989,0.03299,2017,Indonesia,South-eastern Asia
35,Qatar,Middle East and North Africa,6.375,10.0,0.79121,68,0.91779,0.39432,0.94614,2017,Qatar,Western Asia
123,Mauritania,Middle East and North Africa,4.292,3.46627,0.7898,56,0.14599,0.24087,0.29497,2017,Mauritania,Western Africa
96,Tajikistan,Commonwealth of Independent States,5.041,2.80481,0.78945,63,0.7164,0.29711,0.31526,2017,Tajikistan,Central Asia
21,United Arab Emirates,Middle East and North Africa,6.648,8.69346,0.78631,68,0.92419,0.43068,0.69887,2017,United Arab Emirates,Western Asia
71,Hong Kong S.A.R. of China,East Asia,5.472,8.29433,0.78406,75,0.74587,0.44682,0.63306,2017,Hong Kong,Eastern Asia
120,Sri Lanka,South Asia,4.44,5.39806,0.78232,65,0.85259,0.5857,0.15863,2017,Sri Lanka,Southern Asia
39,Kuwait,Middle East and North Africa,6.105,8.72879,0.78214,66,0.75403,0.2724,0.4634,2017,Kuwait,Western Asia
73,Serbia,Central and Eastern Europe,5.395,5.71594,0.78121,66,0.31708,0.26266,0.0881,2017,Serbia,Southern Europe
29,Guatemala,Latin America and Caribbean,6.454,4.6612,0.77959,63,0.80716,0.33826,0.16632,2017,Guatemala,Central America
72,Philippines,Southeast Asia,5.43,4.58475,0.77855,61,0.88905,0.2309,0.21394,2017,Philippines,South-eastern Asia
56,Moldova,Central and Eastern Europe,5.838,3.89611,0.77725,64,0.36571,0.24912,0.02173,2017,Moldova,Eastern Europe
87,Greece,,5.227,6.89283,0.76955,71,0.14543,0.0,0.09324,2017,Greece,Southern Europe
74,Jordan,Middle East and North Africa,5.336,5.29736,0.76935,65,0.63566,0.20544,0.25803,2017,Jordan,Western Asia
83,Montenegro,Central and Eastern Europe,5.237,5.99289,0.7689,67,0.29622,0.23615,0.1899,2017,Montenegro,Southern Europe
126,Congo (Kinshasa),Sub-Saharan Africa,4.28,0.49232,0.7631,53,0.35847,0.29407,0.12974,2017,DR Congo,Middle Africa
58,Bolivia,Latin America and Caribbean,5.823,4.45677,0.76222,61,0.84882,0.26914,0.13025,2017,Bolivia,South America
142,Botswana,Sub-Saharan Africa,3.766,5.99805,0.75846,57,0.76749,0.11854,0.21232,2017,Botswana,Southern Africa
63,Peru,Latin America and Caribbean,5.715,5.5337,0.75673,66,0.68364,0.15132,0.10133,2017,Peru,South America
95,Nigeria,Sub-Saharan Africa,5.074,4.18949,0.75487,49,0.60001,0.27557,0.05626,2017,Nigeria,Western Africa
130,Sudan,Western Europe,4.139,3.52538,0.75377,56,0.02278,0.21754,0.19351,2017,Sudan,Northern Africa
25,Mexico,Latin America and Caribbean,6.578,6.16423,0.75182,68,0.62701,0.14437,0.28596,2017,Mexico,Central America
64,Mauritius,Sub-Saharan Africa,5.629,6.3578,0.75101,66,0.74629,0.43067,0.09085,2017,Mauritius,Eastern Africa
92,Macedonia,Central and Eastern Europe,5.175,5.6906,0.74998,66,0.49511,0.30279,0.12982,2017,North Macedonia,Southern Europe
139,Lesotho,Sub-Saharan Africa,3.808,2.78507,0.73893,47,0.59349,0.18793,0.2565,2017,Lesotho,Southern Africa
61,North Cyprus,Middle East and North Africa,5.81,7.19979,0.73657,71,0.71584,0.3184,0.33459,2017,Cyprus,Western Asia
45,El Salvador,Latin America and Caribbean,6.003,4.86317,0.73398,65,0.65697,0.09338,0.1938,2017,El Salvador,Central America
115,Senegal,Sub-Saharan Africa,4.535,2.5621,0.73247,59,0.57413,0.21892,0.24867,2017,Senegal,Western Africa
99,Nepal,South Asia,4.962,2.56483,0.73221,62,0.66891,0.47024,0.15717,2017,Nepal,Southern Asia
79,China,East Asia,5.273,5.77927,0.72076,69,0.71825,0.03437,0.04909,2017,China,Eastern Asia
103,Palestinian Territories,Middle East and North Africa,4.775,3.82864,0.71754,64,0.38695,0.13623,0.19229,2017,Palestine,Western Asia
118,Gabon,Sub-Saharan Africa,4.465,6.40492,0.71752,58,0.47448,0.05225,0.16379,2017,Gabon,Middle Africa
85,Azerbaijan,Commonwealth of Independent States,5.234,6.16647,0.71552,63,0.60487,0.05402,0.3898,2017,Azerbaijan,Western Asia
57,Romania,Central and Eastern Europe,5.825,6.50901,0.71409,67,0.69427,0.15932,0.00945,2017,Romania,Eastern Europe
53,Algeria,Middle East and North Africa,5.872,5.83646,0.71168,65,0.35448,0.08285,0.31465,2017,Algeria,Northern Africa
91,Honduras,Latin America and Caribbean,5.181,3.90521,0.71027,64,0.5288,0.28182,0.15797,2017,Honduras,Central America
78,Kosovo,Central and Eastern Europe,5.279,5.08607,0.70649,63,0.39542,0.38175,0.12378,2017,Kosovo,Southern Europe
65,Cyprus,Western Europe,5.621,7.24804,0.70246,72,0.53948,0.32366,0.08882,2017,Cyprus,Western Asia
133,Uganda,Sub-Saharan Africa,4.081,2.0389,0.70151,54,0.67328,0.38871,0.12291,2017,Uganda,Eastern Africa
88,Lebanon,Middle East and North Africa,5.225,5.74624,0.70138,69,0.43831,0.31555,0.0808,2017,Lebanon,Western Asia
55,South Korea,East Asia,5.838,7.49254,0.70054,73,0.39183,0.24661,0.13629,2017,South Korea,Eastern Asia
114,Myanmar,Southeast Asia,4.545,1.96235,0.69741,59,0.78161,1.0,0.40666,2017,Myanmar,South-eastern Asia
140,Angola,Sub-Saharan Africa,3.795,4.58865,0.68573,49,0.0,0.11685,0.15016,2017,Angola,Middle Africa
111,Namibia,Sub-Saharan Africa,4.574,5.15529,0.68204,57,0.79044,0.09204,0.20061,2017,Namibia,Southern Africa
138,Zimbabwe,Sub-Saharan Africa,3.875,2.00905,0.67249,53,0.51103,0.22569,0.20541,2017,Zimbabwe,Eastern Africa
50,Belize,Latin America and Caribbean,5.956,4.8535,0.67145,60,0.83177,0.28639,0.20801,2017,Belize,Central America
90,Bosnia and Herzegovina,Central and Eastern Europe,5.182,5.25138,0.66395,68,0.31053,0.39241,0.0,2017,Bosnia and Herzegovina,Southern Europe
112,Kenya,Sub-Saharan Africa,4.553,2.99599,0.66309,56,0.68783,0.53081,0.13922,2017,Kenya,Eastern Africa
134,Burkina Faso,Sub-Saharan Africa,4.032,1.87211,0.64777,54,0.49277,0.29933,0.25916,2017,Burkina Faso,Western Africa
153,Tanzania,Sub-Saharan Africa,3.349,2.73223,0.64697,58,0.59251,0.4227,0.14222,2017,Tanzania,Eastern Africa
121,Armenia,Commonwealth of Independent States,4.376,4.81405,0.62554,66,0.30126,0.09962,0.05745,2017,Armenia,Western Asia
129,Cambodia,Southeast Asia,4.168,3.21668,0.62477,60,0.96221,0.46049,0.14668,2017,Cambodia,South-eastern Asia
116,Zambia,Sub-Saharan Africa,4.514,3.40185,0.62288,55,0.70126,0.2978,0.16845,2017,Zambia,Eastern Africa
104,Egypt,Middle East and North Africa,4.735,5.29036,0.61933,62,0.42858,0.15348,0.24635,2017,Egypt,Northern Africa
135,Niger,Sub-Saharan Africa,4.028,0.86556,0.61657,55,0.55246,0.27286,0.29845,2017,Niger,Western Africa
106,Sierra Leone,Sub-Saharan Africa,4.709,1.96936,0.61105,47,0.48416,0.34966,0.15312,2017,Sierra Leone,Western Africa
117,Iraq,Middle East and North Africa,4.497,5.89443,0.60762,62,0.43837,0.23821,0.23092,2017,Iraq,Western Asia
